Updated On,State,Sessions, Sites ,First Dose Administered,Second Dose Administered
11-04-2021,Rajasthan,755450,3314,8581755,1133804
12-04-2021,Rajasthan,847609,3722,8758751,1165625
13-04-2021,Rajasthan,905490,3938,8885930,1194329
14-04-2021,Rajasthan,603620,2798,8996238,1227364
15-04-2021,Rajasthan,843904,3907,9093355,1264332
16-04-2021,Rajasthan,833373,3843,9206593,1316093
17-04-2021,Rajasthan,525550,2501,9330653,1365602
18-04-2021,Rajasthan,862716,4009,9457932,1425240
19-04-2021,Rajasthan,1024569,4933,9659550,1530556
20-04-2021,Rajasthan,964799,4707,9828071,1622245
21-04-2021,Rajasthan,733859,3602,9952126,1697024
22-04-2021,Rajasthan,893013,4330,10068970,1765911
23-04-2021,Rajasthan,857427,4142,10178146,1831688
24-04-2021,Rajasthan,588150,2988,10298265,1908851
25-04-2021,Rajasthan,538980,2674,10388394,1959332
26-04-2021,Rajasthan,803097,3925,10507761,2034069
27-04-2021,Rajasthan,756451,3650,10578840,2081105
28-04-2021,Rajasthan,619911,3078,10669656,2141789
29-04-2021,Rajasthan,607850,3028,10745384,2190905
30-04-2021,Rajasthan,692001,3238,10797155,2224793
01-05-2021,Rajasthan,746370,3648,10835900,2248409
02-05-2021,Rajasthan,575794,2795,10894243,2279166
03-05-2021,Rajasthan,836605,4129,11008158,2342911
04-05-2021,Rajasthan,831495,4039,11108037,2389145
05-05-2021,Rajasthan,876934,4117,11195379,2430943
06-05-2021,Rajasthan,727695,3412,11266670,2470249
07-05-2021,Rajasthan,628568,3094,11346992,2544501
08-05-2021,Rajasthan,719757,3464,11435174,2651419
09-05-2021,Rajasthan,363240,1782,11498654,2679337
10-05-2021,Rajasthan,506323,2457,11636945,2737217
11-05-2021,Rajasthan,534296,2734,11777805,2848855
12-05-2021,Rajasthan,568792,2949,11907840,2903679
13-05-2021,Rajasthan,389790,2166,11987039,2947473
14-05-2021,Rajasthan,299595,1647,12027499,2964450
15-05-2021,Rajasthan,450827,2429,12151403,2984079
16-05-2021,Rajasthan,359188,1733,12264148,2985800
17-05-2021,Rajasthan,618261,2978,12424705,2990223
18-05-2021,Rajasthan,558254,2724,12550082,2994735
19-05-2021,Rajasthan,508806,2589,12624961,3000477
20-05-2021,Rajasthan,422544,1991,12703604,3006327
21-05-2021,Rajasthan,448515,2109,12802925,3016117
22-05-2021,Rajasthan,555419,2807,12918449,3026054
23-05-2021,Rajasthan,432979,2345,13005679,3030339
24-05-2021,Rajasthan,572942,2955,13146014,3040086
25-05-2021,Rajasthan,453422,2271,13236338,3051156
26-05-2021,Rajasthan,506125,2574,13307746,3059289
27-05-2021,Rajasthan,368471,1819,13364120,3065311
28-05-2021,Rajasthan,453420,2063,13476246,3078601
29-05-2021,Rajasthan,511228,2366,13668689,3091104
30-05-2021,Rajasthan,390967,1536,13767364,3098294
31-05-2021,Rajasthan,676781,2614,13900165,3116166
01-06-2021,Rajasthan,618417,2360,13990636,3133395
02-06-2021,Rajasthan,741871,2584,14090093,3150621
03-06-2021,Rajasthan,639364,2189,14169376,3164783
04-06-2021,Rajasthan,819075,2957,14298417,3190493
05-06-2021,Rajasthan,865921,3102,14444962,3217129
06-06-2021,Rajasthan,592655,2001,14513474,3229701
07-06-2021,Rajasthan,797458,2766,14615154,3256857
08-06-2021,Rajasthan,788356,2697,14759272,3281407
09-06-2021,Rajasthan,1039997,3136,15186893,3297948
10-06-2021,Rajasthan,744018,2588,15524081,3308456
11-06-2021,Rajasthan,928265,2701,15970989,3321737
12-06-2021,Rajasthan,682833,2387,16273082,3333909
13-06-2021,Rajasthan,350578,1254,16383144,3338409
14-06-2021,Rajasthan,513063,1520,16548285,3347269
15-06-2021,Rajasthan,401237,1233,16636379,3353956
16-06-2021,Rajasthan,324704,894,16682442,3360261
17-06-2021,Rajasthan,477756,1580,16920784,3365675
18-06-2021,Rajasthan,648607,2237,17259146,3371693
19-06-2021,Rajasthan,561632,1567,17479778,3389491
20-06-2021,Rajasthan,805255,2644,17808082,3430094
21-06-2021,Rajasthan,1382156,3326,18233535,3479509
22-06-2021,Rajasthan,1284993,3496,18591445,3547630
23-06-2021,Rajasthan,1073119,2860,18905925,3592118
24-06-2021,Rajasthan,859535,1807,19090259,3624416
25-06-2021,Rajasthan,2493230,4832,19929199,3739970
26-06-2021,Rajasthan,982921,2076,20190615,3796527
27-06-2021,Rajasthan,919527,1727,20412715,3838578
28-06-2021,Rajasthan,815132,1481,20555847,3882912
29-06-2021,Rajasthan,451802,1050,20634921,3913995
30-06-2021,Rajasthan,587452,1416,20750495,3980551
01-07-2021,Rajasthan,309082,682,20795259,4006967
02-07-2021,Rajasthan,347061,799,20857470,4030227
03-07-2021,Rajasthan,1705406,3853,21329040,4337068
04-07-2021,Rajasthan,612183,616,21401946,4367704
05-07-2021,Rajasthan,395558,659,21436551,4384895
06-07-2021,Rajasthan,289145,454,21454435,4393799
07-07-2021,Rajasthan,303109,623,21492586,4444934
08-07-2021,Rajasthan,476138,1159,21575079,4547824
09-07-2021,Rajasthan,315018,698,21609462,4589818
10-07-2021,Rajasthan,396146,941,21664006,4667370
11-07-2021,Rajasthan,253902,553,21723913,4686570
12-07-2021,Rajasthan,260777,431,21746599,4702460
13-07-2021,Rajasthan,838031,2058,21932046,4932409
14-07-2021,Rajasthan,866817,2216,22338369,5104974
15-07-2021,Rajasthan,242200,518,22373497,5127103
16-07-2021,Rajasthan,417541,912,22426875,5214870
17-07-2021,Rajasthan,1327213,3174,22825332,5514650
18-07-2021,Rajasthan,798792,2201,23104088,5623966
19-07-2021,Rajasthan,648921,1385,23295064,5709376
20-07-2021,Rajasthan,301566,749,23366886,5745228
21-07-2021,Rajasthan,786229,1760,23537218,5908127
22-07-2021,Rajasthan,1178772,2861,23791131,6130502
23-07-2021,Rajasthan,479933,1492,23882904,6234693
24-07-2021,Rajasthan,305153,884,23920844,6278415
25-07-2021,Rajasthan,466780,1297,23957890,6417809
26-07-2021,Rajasthan,625476,1948,24030759,6570057
27-07-2021,Rajasthan,588370,1774,24135690,6709165
28-07-2021,Rajasthan,0,0,24360155,6948473
29-07-2021,Rajasthan,972166,2843,24540264,7210088
30-07-2021,Rajasthan,817079,2132,24701914,7337981
31-07-2021,Rajasthan,975817,2614,24972030,7496590
01-08-2021,Rajasthan,292475,819,25283749,7530618
02-08-2021,Rajasthan,1160483,3167,25550176,7747417
03-08-2021,Rajasthan,892073,2379,25761454,7862752
04-08-2021,Rajasthan,859264,2069,26005913,7953750
05-08-2021,Rajasthan,643208,1635,26169393,8028969
06-08-2021,Rajasthan,871141,2215,26474406,8145896
07-08-2021,Rajasthan,867144,2030,26710747,8244121
08-08-2021,Rajasthan,401914,996,26797208,8285714
09-08-2021,Rajasthan,803717,1920,27008606,8375056
10-08-2021,Rajasthan,,,,
11-08-2021,Rajasthan,,,,
12-08-2021,Rajasthan,,,,
13-08-2021,Rajasthan,,,,
14-08-2021,Rajasthan,,,,
15-08-2021,Rajasthan,,,,
16-01-2021,Sikkim,2,2,7,0
17-01-2021,Sikkim,2,2,7,0
18-01-2021,Sikkim,6,3,7,0
19-01-2021,Sikkim,22,4,38,0
20-01-2021,Sikkim,26,5,62,0
21-01-2021,Sikkim,30,6,186,0
22-01-2021,Sikkim,32,6,296,0
23-01-2021,Sikkim,32,6,299,0
24-01-2021,Sikkim,33,7,309,0
25-01-2021,Sikkim,36,7,477,0
26-01-2021,Sikkim,42,8,490,0
27-01-2021,Sikkim,50,10,964,0
28-01-2021,Sikkim,55,11,1431,0
29-01-2021,Sikkim,61,13,1707,0
30-01-2021,Sikkim,63,13,1707,0
31-01-2021,Sikkim,66,13,1709,0
01-02-2021,Sikkim,74,16,1855,0
02-02-2021,Sikkim,99,24,2336,0
03-02-2021,Sikkim,120,26,3084,0
04-02-2021,Sikkim,125,28,3923,0
05-02-2021,Sikkim,128,28,4857,0
06-02-2021,Sikkim,131,30,5089,0
07-02-2021,Sikkim,138,34,5090,0
08-02-2021,Sikkim,141,34,5726,0
09-02-2021,Sikkim,152,35,6653,0
10-02-2021,Sikkim,157,35,7478,0
11-02-2021,Sikkim,160,35,8022,0
12-02-2021,Sikkim,160,35,8041,0
13-02-2021,Sikkim,166,35,8042,0
14-02-2021,Sikkim,167,35,8042,0
15-02-2021,Sikkim,185,35,8252,0
16-02-2021,Sikkim,206,35,8849,157
17-02-2021,Sikkim,229,35,9463,251
18-02-2021,Sikkim,250,35,9981,358
19-02-2021,Sikkim,253,35,11296,697
20-02-2021,Sikkim,257,35,12222,699
21-02-2021,Sikkim,282,36,12222,699
22-02-2021,Sikkim,300,39,13766,784
23-02-2021,Sikkim,311,39,15194,952
24-02-2021,Sikkim,323,39,16382,1074
25-02-2021,Sikkim,339,39,17286,1249
26-02-2021,Sikkim,343,39,17647,1465
27-02-2021,Sikkim,343,39,17647,1465
28-02-2021,Sikkim,351,39,17647,1465
01-03-2021,Sikkim,407,39,17647,1465
02-03-2021,Sikkim,421,39,18890,2101
03-03-2021,Sikkim,720,48,20235,2367
04-03-2021,Sikkim,738,48,21853,2769
05-03-2021,Sikkim,880,77,23624,3822
06-03-2021,Sikkim,931,77,25221,4256
07-03-2021,Sikkim,963,77,25221,4256
08-03-2021,Sikkim,1004,83,27834,5204
09-03-2021,Sikkim,5210,28,24975,5940
10-03-2021,Sikkim,7250,39,28118,6511
11-03-2021,Sikkim,8520,39,31053,7308
12-03-2021,Sikkim,7050,34,33511,7585
13-03-2021,Sikkim,1150,6,33766,7585
14-03-2021,Sikkim,0,0,33766,7585
15-03-2021,Sikkim,6230,32,36344,7863
16-03-2021,Sikkim,4880,24,42816,8138
17-03-2021,Sikkim,7400,41,46124,8507
18-03-2021,Sikkim,7110,39,48290,9022
19-03-2021,Sikkim,5210,28,50370,9519
20-03-2021,Sikkim,3850,21,51788,9861
21-03-2021,Sikkim,0,0,51854,9862
22-03-2021,Sikkim,5200,28,53523,10972
23-03-2021,Sikkim,5550,31,55534,11747
24-03-2021,Sikkim,4800,29,57257,12031
25-03-2021,Sikkim,5250,29,58846,12178
26-03-2021,Sikkim,5250,28,60509,12279
27-03-2021,Sikkim,500,3,60535,12279
28-03-2021,Sikkim,1050,5,60536,12279
29-03-2021,Sikkim,950,6,60536,12279
30-03-2021,Sikkim,3420,21,61317,12435
31-03-2021,Sikkim,4600,21,61697,12494
01-04-2021,Sikkim,6890,36,64678,12636
02-04-2021,Sikkim,1200,4,65631,12662
03-04-2021,Sikkim,1700,9,66218,12662
04-04-2021,Sikkim,800,3,66530,12662
05-04-2021,Sikkim,6990,38,69217,12842
06-04-2021,Sikkim,9450,54,72723,13024
07-04-2021,Sikkim,10270,55,80892,13534
08-04-2021,Sikkim,12950,72,90081,14392
09-04-2021,Sikkim,11950,68,97386,15028
10-04-2021,Sikkim,8100,40,99963,15238
11-04-2021,Sikkim,5880,28,101795,15376
12-04-2021,Sikkim,13380,70,109886,15945
13-04-2021,Sikkim,12850,72,118962,16493
14-04-2021,Sikkim,12660,71,124532,17245
15-04-2021,Sikkim,13810,76,130118,18437
16-04-2021,Sikkim,13050,75,135490,19751
17-04-2021,Sikkim,9100,50,139394,20729
18-04-2021,Sikkim,5750,31,140119,20939
19-04-2021,Sikkim,12350,67,143952,22657
20-04-2021,Sikkim,13050,66,146868,24255
21-04-2021,Sikkim,8350,41,147787,24678
22-04-2021,Sikkim,13650,74,149886,27276
23-04-2021,Sikkim,12450,68,152278,30343
24-04-2021,Sikkim,10400,53,153579,31870
25-04-2021,Sikkim,4200,21,153939,31956
26-04-2021,Sikkim,12000,63,155696,34257
27-04-2021,Sikkim,11380,62,157168,36666
28-04-2021,Sikkim,10400,56,158440,38479
29-04-2021,Sikkim,11500,57,159827,40759
30-04-2021,Sikkim,10900,55,161083,42883
01-05-2021,Sikkim,4900,28,161364,43596
02-05-2021,Sikkim,2900,15,161376,43614
03-05-2021,Sikkim,8500,52,162016,45738
04-05-2021,Sikkim,8500,56,162666,47615
05-05-2021,Sikkim,10700,63,163194,49494
06-05-2021,Sikkim,12050,72,164073,51383
07-05-2021,Sikkim,11100,68,164598,53770
08-05-2021,Sikkim,6100,37,164772,54369
09-05-2021,Sikkim,900,6,164805,54507
10-05-2021,Sikkim,10000,57,165201,56047
11-05-2021,Sikkim,9100,55,165440,57008
12-05-2021,Sikkim,9500,52,165669,57485
13-05-2021,Sikkim,11100,60,165948,59036
14-05-2021,Sikkim,9100,54,166119,59583
15-05-2021,Sikkim,8200,48,166200,59594
16-05-2021,Sikkim,1870,11,166562,59594
17-05-2021,Sikkim,9759,56,167276,59615
18-05-2021,Sikkim,6004,39,168003,59619
19-05-2021,Sikkim,6391,32,169488,59619
20-05-2021,Sikkim,8359,49,171357,59623
21-05-2021,Sikkim,12158,64,173083,59635
22-05-2021,Sikkim,5947,32,174666,59637
23-05-2021,Sikkim,1900,10,174666,59637
24-05-2021,Sikkim,8943,46,175956,59637
25-05-2021,Sikkim,10354,55,177233,59641
26-05-2021,Sikkim,7243,39,178318,59641
27-05-2021,Sikkim,7597,37,179072,59643
28-05-2021,Sikkim,8140,38,179180,59648
29-05-2021,Sikkim,3364,14,179238,59653
30-05-2021,Sikkim,0,0,179238,59653
31-05-2021,Sikkim,2260,14,179322,59661
01-06-2021,Sikkim,1913,11,179370,59673
02-06-2021,Sikkim,2495,16,179483,59691
03-06-2021,Sikkim,2340,15,179658,59697
04-06-2021,Sikkim,2355,18,179835,59713
05-06-2021,Sikkim,1940,11,179914,59714
06-06-2021,Sikkim,200,1,180065,59714
07-06-2021,Sikkim,2505,17,180310,59726
08-06-2021,Sikkim,2616,16,180973,59738
09-06-2021,Sikkim,8770,28,184590,59764
10-06-2021,Sikkim,15915,57,192568,59778
11-06-2021,Sikkim,19522,72,205177,59791
12-06-2021,Sikkim,15396,46,213590,59799
13-06-2021,Sikkim,350,1,213768,59799
14-06-2021,Sikkim,21416,70,226626,59836
15-06-2021,Sikkim,23580,71,242535,59838
16-06-2021,Sikkim,25154,75,257485,59850
17-06-2021,Sikkim,24846,79,271946,59881
18-06-2021,Sikkim,28403,89,287492,59899
19-06-2021,Sikkim,21991,52,298722,59911
20-06-2021,Sikkim,1800,5,299524,59911
21-06-2021,Sikkim,27234,70,311460,59943
22-06-2021,Sikkim,25489,68,325348,59983
23-06-2021,Sikkim,21544,60,337151,60031
24-06-2021,Sikkim,21919,57,349190,60805
25-06-2021,Sikkim,24674,65,362037,61526
26-06-2021,Sikkim,16726,37,371534,61597
27-06-2021,Sikkim,707,5,371539,61597
28-06-2021,Sikkim,29538,64,384196,64574
29-06-2021,Sikkim,30074,63,394505,67949
30-06-2021,Sikkim,24535,62,401506,72304
01-07-2021,Sikkim,22663,47,407286,76184
02-07-2021,Sikkim,23059,50,411724,81810
03-07-2021,Sikkim,18392,42,416397,85181
04-07-2021,Sikkim,660,4,416397,85183
05-07-2021,Sikkim,25446,63,423054,92194
06-07-2021,Sikkim,24954,52,428512,98958
07-07-2021,Sikkim,20480,50,432987,104480
08-07-2021,Sikkim,20059,48,436734,110041
09-07-2021,Sikkim,22891,49,440417,115683
10-07-2021,Sikkim,10981,28,442125,118462
11-07-2021,Sikkim,300,2,442125,118462
12-07-2021,Sikkim,22871,47,445999,124246
13-07-2021,Sikkim,3280,8,447174,125035
14-07-2021,Sikkim,3451,9,451037,125587
15-07-2021,Sikkim,27310,59,455475,130608
16-07-2021,Sikkim,30465,67,461643,134333
17-07-2021,Sikkim,13422,31,464383,136099
18-07-2021,Sikkim,400,1,464508,136108
19-07-2021,Sikkim,3164,10,465924,136777
20-07-2021,Sikkim,22450,45,471162,139022
21-07-2021,Sikkim,18028,45,474356,140802
22-07-2021,Sikkim,18783,54,477661,142048
23-07-2021,Sikkim,22484,58,481112,143887
24-07-2021,Sikkim,5369,15,482041,144504
25-07-2021,Sikkim,501,2,482041,144504
26-07-2021,Sikkim,11137,32,484753,145263
27-07-2021,Sikkim,11562,30,486553,146135
28-07-2021,Sikkim,0,0,487514,146413
29-07-2021,Sikkim,10564,28,488841,146948
30-07-2021,Sikkim,14303,38,490105,147845
31-07-2021,Sikkim,3366,10,490631,148105
01-08-2021,Sikkim,598,1,491205,148122
02-08-2021,Sikkim,13569,36,493353,148823
03-08-2021,Sikkim,9171,24,494089,149487
04-08-2021,Sikkim,9055,27,494904,149858
05-08-2021,Sikkim,11461,33,495935,150285
06-08-2021,Sikkim,11893,30,496921,150619
07-08-2021,Sikkim,2143,9,497154,150743
08-08-2021,Sikkim,410,1,497154,150743
09-08-2021,Sikkim,9478,25,497851,151538
10-08-2021,Sikkim,,,,
11-08-2021,Sikkim,,,,
12-08-2021,Sikkim,,,,
13-08-2021,Sikkim,,,,
14-08-2021,Sikkim,,,,
15-08-2021,Sikkim,,,,
16-01-2021,Tamil Nadu,191,149,1167,0
17-01-2021,Tamil Nadu,257,176,1745,0
18-01-2021,Tamil Nadu,347,201,2861,0
19-01-2021,Tamil Nadu,483,239,6154,0
20-01-2021,Tamil Nadu,695,301,9060,0
21-01-2021,Tamil Nadu,915,353,15654,0
22-01-2021,Tamil Nadu,1116,385,23659,0
23-01-2021,Tamil Nadu,1302,412,31127,0
24-01-2021,Tamil Nadu,1498,437,35144,0
25-01-2021,Tamil Nadu,1805,511,41396,0
26-01-2021,Tamil Nadu,2135,600,46310,0
27-01-2021,Tamil Nadu,2558,697,54195,0
28-01-2021,Tamil Nadu,2911,774,61290,0
29-01-2021,Tamil Nadu,3280,822,66918,0
30-01-2021,Tamil Nadu,3505,831,76934,0
31-01-2021,Tamil Nadu,3812,876,77809,0
01-02-2021,Tamil Nadu,4235,977,85002,0
02-02-2021,Tamil Nadu,4813,1118,91094,0
03-02-2021,Tamil Nadu,5656,1299,98750,0
04-02-2021,Tamil Nadu,6503,1376,107904,0
05-02-2021,Tamil Nadu,7213,1424,116857,0
06-02-2021,Tamil Nadu,7579,1442,126381,0
07-02-2021,Tamil Nadu,8007,1478,127289,0
08-02-2021,Tamil Nadu,8838,1536,139024,0
09-02-2021,Tamil Nadu,9608,1558,150915,0
10-02-2021,Tamil Nadu,10408,1582,162412,0
11-02-2021,Tamil Nadu,11199,1610,173368,0
12-02-2021,Tamil Nadu,12035,1620,184565,0
13-02-2021,Tamil Nadu,12436,1632,195203,667
14-02-2021,Tamil Nadu,12924,1638,195796,671
15-02-2021,Tamil Nadu,13699,1660,203921,1176
16-02-2021,Tamil Nadu,14633,1680,213823,2141
17-02-2021,Tamil Nadu,15444,1705,224158,3579
18-02-2021,Tamil Nadu,16283,1718,228388,6024
19-02-2021,Tamil Nadu,17079,1759,246203,10185
20-02-2021,Tamil Nadu,17628,1825,255918,13955
21-02-2021,Tamil Nadu,18094,1825,256365,14122
22-02-2021,Tamil Nadu,18914,1841,262213,18634
23-02-2021,Tamil Nadu,19920,1848,268486,23096
24-02-2021,Tamil Nadu,20826,1860,273618,26986
25-02-2021,Tamil Nadu,21807,1874,278432,30463
26-02-2021,Tamil Nadu,22357,1884,284640,35326
27-02-2021,Tamil Nadu,22357,1884,284640,35326
28-02-2021,Tamil Nadu,22783,1933,284640,35326
01-03-2021,Tamil Nadu,26394,2544,284640,35326
02-03-2021,Tamil Nadu,33022,2635,315543,42057
03-03-2021,Tamil Nadu,46886,2788,353429,47077
04-03-2021,Tamil Nadu,53106,2864,404222,51387
05-03-2021,Tamil Nadu,57741,2946,474441,57713
06-03-2021,Tamil Nadu,64212,3033,554443,65172
07-03-2021,Tamil Nadu,66142,3057,579008,67333
08-03-2021,Tamil Nadu,68867,3104,658443,73749
09-03-2021,Tamil Nadu,247330,1665,651487,81977
10-03-2021,Tamil Nadu,253320,1732,729539,90669
11-03-2021,Tamil Nadu,377100,2941,805176,100118
12-03-2021,Tamil Nadu,409140,3251,887006,109541
13-03-2021,Tamil Nadu,411600,3286,967045,119572
14-03-2021,Tamil Nadu,255500,1826,987144,121140
15-03-2021,Tamil Nadu,418460,3345,1075960,129543
16-03-2021,Tamil Nadu,423030,3437,1282816,141027
17-03-2021,Tamil Nadu,444380,3573,1429800,151758
18-03-2021,Tamil Nadu,461790,3653,1533516,161823
19-03-2021,Tamil Nadu,500350,3899,1642080,172869
20-03-2021,Tamil Nadu,543740,4310,1757406,183762
21-03-2021,Tamil Nadu,408710,3120,1801246,187310
22-03-2021,Tamil Nadu,579005,4594,1889774,195592
23-03-2021,Tamil Nadu,583120,4630,2011826,206091
24-03-2021,Tamil Nadu,590990,4676,2105533,211942
25-03-2021,Tamil Nadu,602240,4783,2204055,218165
26-03-2021,Tamil Nadu,617041,4885,2302650,225142
27-03-2021,Tamil Nadu,605970,4792,2401267,230923
28-03-2021,Tamil Nadu,543590,3811,2421436,231743
29-03-2021,Tamil Nadu,669210,4938,2509568,238476
30-03-2021,Tamil Nadu,648260,4922,2583284,246267
31-03-2021,Tamil Nadu,657690,4946,2650411,255024
01-04-2021,Tamil Nadu,596320,4468,2703180,262132
02-04-2021,Tamil Nadu,597370,4523,2774534,272370
03-04-2021,Tamil Nadu,588890,4462,2821427,280462
04-04-2021,Tamil Nadu,550710,4079,2855222,286662
05-04-2021,Tamil Nadu,625230,4692,2892174,294913
06-04-2021,Tamil Nadu,606290,4595,2918808,300551
07-04-2021,Tamil Nadu,636020,4829,2967647,312890
08-04-2021,Tamil Nadu,639010,4932,3061151,339773
09-04-2021,Tamil Nadu,661150,5057,3166812,365634
10-04-2021,Tamil Nadu,628960,4861,3274164,391131
11-04-2021,Tamil Nadu,617770,4769,3316055,398627
12-04-2021,Tamil Nadu,654291,5133,3449290,430938
13-04-2021,Tamil Nadu,660880,5169,3565954,453372
14-04-2021,Tamil Nadu,648770,5096,3641043,469082
15-04-2021,Tamil Nadu,673000,5229,3801731,514054
16-04-2021,Tamil Nadu,664911,5249,3966587,562249
17-04-2021,Tamil Nadu,621790,4900,4063643,605401
18-04-2021,Tamil Nadu,637202,5010,4090953,619909
19-04-2021,Tamil Nadu,668830,5279,4147072,666304
20-04-2021,Tamil Nadu,674276,5337,4187565,704499
21-04-2021,Tamil Nadu,668784,5300,4223251,742313
22-04-2021,Tamil Nadu,679124,5384,4268889,806792
23-04-2021,Tamil Nadu,675120,5380,4323326,882230
24-04-2021,Tamil Nadu,617336,4927,4376661,951254
25-04-2021,Tamil Nadu,604336,4852,4388384,962689
26-04-2021,Tamil Nadu,645676,5199,4440291,1043041
27-04-2021,Tamil Nadu,640116,5195,4495630,1129102
28-04-2021,Tamil Nadu,576238,4597,4544279,1196369
29-04-2021,Tamil Nadu,589646,4739,4589747,1255450
30-04-2021,Tamil Nadu,555067,4531,4635084,1311972
01-05-2021,Tamil Nadu,461886,3764,4671707,1359177
02-05-2021,Tamil Nadu,402658,3365,4679335,1367080
03-05-2021,Tamil Nadu,452408,3730,4716835,1418409
04-05-2021,Tamil Nadu,418198,3459,4750360,1460306
05-05-2021,Tamil Nadu,418270,3504,4781479,1497583
06-05-2021,Tamil Nadu,436770,3669,4823176,1556012
07-05-2021,Tamil Nadu,426050,3512,4866561,1612269
08-05-2021,Tamil Nadu,422980,3530,4895451,1650810
09-05-2021,Tamil Nadu,322700,2734,4906062,1663852
10-05-2021,Tamil Nadu,395270,3336,4951333,1725504
11-05-2021,Tamil Nadu,382670,3281,4991388,1771235
12-05-2021,Tamil Nadu,355450,3136,5037596,1813810
13-05-2021,Tamil Nadu,344020,3030,5092140,1859169
14-05-2021,Tamil Nadu,309750,2770,5126070,1883860
15-05-2021,Tamil Nadu,319540,2789,5162834,1911232
16-05-2021,Tamil Nadu,239270,1949,5172965,1915211
17-05-2021,Tamil Nadu,390414,2565,5216811,1928889
18-05-2021,Tamil Nadu,349377,2453,5255610,1938953
19-05-2021,Tamil Nadu,328197,2365,5292027,1946959
20-05-2021,Tamil Nadu,311607,2305,5328713,1952672
21-05-2021,Tamil Nadu,311620,2226,5366882,1957688
22-05-2021,Tamil Nadu,383947,2604,5414503,1961862
23-05-2021,Tamil Nadu,259156,1850,5428452,1963098
24-05-2021,Tamil Nadu,458062,2596,5507417,1967029
25-05-2021,Tamil Nadu,641568,2730,5690306,1971235
26-05-2021,Tamil Nadu,789452,3078,5937633,1974348
27-05-2021,Tamil Nadu,842133,2815,6228593,1978980
28-05-2021,Tamil Nadu,909080,2789,6520208,1995452
29-05-2021,Tamil Nadu,933782,2606,6781739,2013032
30-05-2021,Tamil Nadu,609522,2001,6875084,2018914
31-05-2021,Tamil Nadu,883636,2504,7063107,2032747
01-06-2021,Tamil Nadu,647083,1940,7190142,2049862
02-06-2021,Tamil Nadu,591489,1754,7286844,2062327
03-06-2021,Tamil Nadu,1110367,2465,7545710,2074931
04-06-2021,Tamil Nadu,1034732,2339,7790199,2086021
05-06-2021,Tamil Nadu,705541,1751,7924700,2094173
06-06-2021,Tamil Nadu,403493,1109,7972482,2097011
07-06-2021,Tamil Nadu,514480,1348,8031685,2104046
08-06-2021,Tamil Nadu,361855,980,8076791,2108750
09-06-2021,Tamil Nadu,348538,924,8116108,2112684
10-06-2021,Tamil Nadu,309184,877,8156189,2116225
11-06-2021,Tamil Nadu,368882,1058,8215741,2124417
12-06-2021,Tamil Nadu,1192833,2220,8503345,2145085
13-06-2021,Tamil Nadu,1015228,1802,8711904,2154282
14-06-2021,Tamil Nadu,1217066,2193,8976866,2171020
15-06-2021,Tamil Nadu,686688,1542,9104491,2181247
16-06-2021,Tamil Nadu,1593852,2357,9441618,2202233
17-06-2021,Tamil Nadu,1208426,2057,9713059,2222053
18-06-2021,Tamil Nadu,1066866,1930,9911018,2237656
19-06-2021,Tamil Nadu,1417621,2249,10238404,2260510
20-06-2021,Tamil Nadu,1174817,1532,10429212,2272203
21-06-2021,Tamil Nadu,1689629,1994,10807056,2299610
22-06-2021,Tamil Nadu,1050430,1721,11092832,2321960
23-06-2021,Tamil Nadu,781734,1596,11289696,2347092
24-06-2021,Tamil Nadu,1313177,2069,11658908,2389511
25-06-2021,Tamil Nadu,1364039,2118,12056330,2422227
26-06-2021,Tamil Nadu,1285585,2007,12420061,2469980
27-06-2021,Tamil Nadu,635680,1155,12535263,2486683
28-06-2021,Tamil Nadu,876317,1498,12716906,2514491
29-06-2021,Tamil Nadu,947238,1742,12963745,2546679
30-06-2021,Tamil Nadu,838951,1205,13072807,2569278
01-07-2021,Tamil Nadu,783388,1598,13260693,2598899
02-07-2021,Tamil Nadu,1026676,1795,13523115,2647931
03-07-2021,Tamil Nadu,1173802,1688,13922204,2713961
04-07-2021,Tamil Nadu,380516,781,14014851,2732347
05-07-2021,Tamil Nadu,548611,1180,14153278,2767280
06-07-2021,Tamil Nadu,356126,873,14224524,2792698
07-07-2021,Tamil Nadu,320464,715,14279592,2813934
08-07-2021,Tamil Nadu,450911,1145,14363188,2879479
09-07-2021,Tamil Nadu,365042,919,14417332,2918151
10-07-2021,Tamil Nadu,259994,705,14464514,2940174
11-07-2021,Tamil Nadu,296385,664,14521299,2968539
12-07-2021,Tamil Nadu,762415,1471,14777773,3066180
13-07-2021,Tamil Nadu,749149,1551,15039119,3142279
14-07-2021,Tamil Nadu,581121,1466,15322521,3225718
15-07-2021,Tamil Nadu,527865,1332,15443587,3287081
16-07-2021,Tamil Nadu,755404,1532,15655125,3373853
17-07-2021,Tamil Nadu,836174,1562,15924709,3457576
18-07-2021,Tamil Nadu,369254,854,16014013,3482983
19-07-2021,Tamil Nadu,675373,1550,16212301,3536784
20-07-2021,Tamil Nadu,470073,1253,16351116,3568408
21-07-2021,Tamil Nadu,494767,1180,16489572,3604309
22-07-2021,Tamil Nadu,789519,1571,16739547,3659392
23-07-2021,Tamil Nadu,840436,1570,17001787,3723180
24-07-2021,Tamil Nadu,691653,1396,17244484,3783269
25-07-2021,Tamil Nadu,406687,862,17331126,3803713
